order_id,order_number,customer_id,sales_rep_id,order_date_id,shipping_date_id,region_id,order_status,payment_terms,currency_code,gross_total,discount_total,net_total,created_at
4077,ORD5077,306,37,20240820,20240824,4,Shipped,Net 30,USD,4923.03,306.80,4616.23,2024-08-20 10:37:36
4078,ORD5078,326,17,20230906,20230908,2,Cancelled,Net 30,EUR,2563.54,211.84,2351.70,2023-09-06 16:22:38
4079,ORD5079,146,34,20230104,20230109,1,Delivered,Due on Receipt,GBP,3251.95,234.79,3017.16,2023-01-04 17:36:05
4080,ORD5080,134,15,20241219,20250102,3,Shipped,Net 60,EUR,1956.64,480.63,1476.01,2024-12-19 18:09:49
4081,ORD5081,471,17,20230425,20230506,3,Cancelled,Due on Receipt,EUR,4358.92,345.89,4013.03,2023-04-25 16:49:01
4082,ORD5082,37,47,20241104,20241113,2,Delivered,Net 60,GBP,3277.49,119.32,3158.17,2024-11-04 15:34:47
4083,ORD5083,11,48,20240304,20240315,4,Pending,Net 30,EUR,3668.35,61.76,3606.59,2024-03-04 16:10:04
4084,ORD5084,202,20,20230713,20230723,2,Shipped,Net 60,GBP,2603.24,159.67,2443.57,2023-07-13 12:49:31
4085,ORD5085,498,30,20250925,20250925,1,Pending,Due on Receipt,USD,1912.62,14.13,1898.49,2025-09-25 08:39:23
4086,ORD5086,478,9,20240321,20240323,4,Shipped,Net 30,USD,2274.55,89.65,2184.90,2024-03-21 12:45:42
4087,ORD5087,172,29,20230107,20230119,2,Pending,Net 60,GBP,2530.56,262.64,2267.92,2023-01-07 12:47:31
4088,ORD5088,319,48,20250622,20250701,2,Shipped,Due on Receipt,GBP,4630.59,249.38,4381.21,2025-06-22 18:21:10
4089,ORD5089,319,28,20250307,20250316,2,Delivered,Net 30,GBP,4047.14,405.38,3641.76,2025-03-07 12:23:17
4090,ORD5090,413,38,20251104,20251118,2,Shipped,Net 60,EUR,1875.38,486.55,1388.83,2025-11-04 17:09:33
4091,ORD5091,381,39,20230726,20230801,1,Delivered,Net 30,USD,4036.03,175.95,3860.08,2023-07-26 13:38:46
4092,ORD5092,476,19,20251008,20251009,4,Pending,Due on Receipt,USD,1869.47,165.75,1703.72,2025-10-08 11:12:13
4093,ORD5093,294,50,20230526,20230607,2,Cancelled,Net 30,GBP,3359.20,320.57,3038.63,2023-05-26 15:21:57
4094,ORD5094,426,28,20250809,20250815,1,Pending,Net 30,EUR,1867.80,25.29,1842.51,2025-08-09 09:51:01
4095,ORD5095,256,34,20240922,20241002,4,Cancelled,Net 30,EUR,3092.95,281.53,2811.42,2024-09-22 16:42:58
4096,ORD5096,180,8,20241028,20241031,2,Shipped,Net 30,GBP,2612.41,325.92,2286.49,2024-10-28 18:50:26
4097,ORD5097,359,1,20240317,20240331,3,Cancelled,Due on Receipt,GBP,2530.11,448.69,2081.42,2024-03-17 17:13:10
4098,ORD5098,465,44,20251016,20251020,2,Cancelled,Net 60,EUR,3410.06,396.72,3013.34,2025-10-16 10:11:25
4099,ORD5099,46,5,20231201,20231211,3,Pending,Net 60,USD,1374.72,396.60,978.12,2023-12-01 16:31:08
4100,ORD5100,229,39,20230718,20230722,2,Pending,Due on Receipt,GBP,4319.47,149.89,4169.58,2023-07-18 18:38:17
4101,ORD5101,290,25,20241008,20241018,3,Delivered,Due on Receipt,EUR,2915.98,486.10,2429.88,2024-10-08 18:24:11
4102,ORD5102,284,18,20231016,20231028,1,Cancelled,Net 30,GBP,2516.49,470.63,2045.86,2023-10-16 09:54:22
4103,ORD5103,326,27,20230112,20230122,3,Shipped,Net 60,EUR,2279.02,160.25,2118.77,2023-01-12 09:57:34
4104,ORD5104,331,8,20240128,20240129,1,Delivered,Due on Receipt,EUR,3299.85,217.28,3082.57,2024-01-28 10:01:30
4105,ORD5105,141,18,20250428,20250504,3,Cancelled,Due on Receipt,USD,4761.20,38.59,4722.61,2025-04-28 14:51:25
4106,ORD5106,408,1,20241112,20241112,1,Pending,Net 30,USD,3610.26,117.30,3492.96,2024-11-12 08:49:05
4107,ORD5107,335,24,20250717,20250723,3,Cancelled,Net 60,GBP,3502.49,230.72,3271.77,2025-07-17 14:54:41
4108,ORD5108,235,13,20250903,20250910,2,Cancelled,Due on Receipt,USD,4873.34,41.79,4831.55,2025-09-03 08:21:00
4109,ORD5109,315,2,20240509,20240512,2,Shipped,Net 30,USD,367.13,287.62,79.51,2024-05-09 14:48:44
4110,ORD5110,360,32,20250506,20250519,1,Cancelled,Net 30,EUR,578.62,187.60,391.02,2025-05-06 13:14:54
4111,ORD5111,165,14,20231204,20231212,3,Cancelled,Net 30,GBP,3022.41,475.47,2546.94,2023-12-04 16:04:40
4112,ORD5112,104,4,20230817,20230822,4,Pending,Net 60,GBP,4351.51,239.50,4112.01,2023-08-17 08:27:25
4113,ORD5113,28,15,20250730,20250730,4,Cancelled,Net 60,GBP,1725.14,29.30,1695.84,2025-07-30 09:07:29
4114,ORD5114,221,44,20230801,20230810,2,Cancelled,Due on Receipt,EUR,2918.75,142.55,2776.20,2023-08-01 15:02:36
4115,ORD5115,282,30,20250510,20250523,3,Shipped,Net 30,GBP,439.21,65.32,373.89,2025-05-10 17:55:59
4116,ORD5116,343,49,20251124,20251128,4,Shipped,Net 60,EUR,3589.53,226.16,3363.37,2025-11-24 17:34:32
4117,ORD5117,234,23,20251223,20251231,4,Shipped,Due on Receipt,EUR,2019.37,343.28,1676.09,2025-12-23 10:28:16
4118,ORD5118,7,50,20250620,20250621,1,Pending,Net 30,EUR,4506.97,128.67,4378.30,2025-06-20 13:37:22
4119,ORD5119,437,49,20250226,20250305,2,Delivered,Net 60,USD,4303.69,363.41,3940.28,2025-02-26 09:04:53
4120,ORD5120,392,47,20240721,20240721,1,Cancelled,Net 60,GBP,2724.94,453.15,2271.79,2024-07-21 10:18:48
4121,ORD5121,329,8,20250709,20250710,2,Shipped,Due on Receipt,EUR,2158.69,163.03,1995.66,2025-07-09 17:17:42
4122,ORD5122,339,7,20250416,20250426,3,Pending,Due on Receipt,GBP,1255.47,491.70,763.77,2025-04-16 09:50:14
4123,ORD5123,33,24,20251115,20251126,1,Pending,Net 60,USD,465.35,112.29,353.06,2025-11-15 17:51:01
4124,ORD5124,305,4,20250604,20250615,3,Pending,Net 60,EUR,1595.85,299.21,1296.64,2025-06-04 08:49:22
4125,ORD5125,310,49,20240606,20240620,2,Pending,Due on Receipt,GBP,863.00,279.86,583.14,2024-06-06 09:55:45
4126,ORD5126,83,28,20230213,20230222,1,Cancelled,Due on Receipt,EUR,2552.61,496.73,2055.88,2023-02-13 18:03:40
4127,ORD5127,457,19,20230615,20230621,3,Cancelled,Net 60,GBP,4492.75,213.32,4279.43,2023-06-15 14:06:06
4128,ORD5128,78,39,20231201,20231201,3,Delivered,Due on Receipt,GBP,2105.22,432.72,1672.50,2023-12-01 08:35:01
4129,ORD5129,381,23,20240727,20240806,2,Delivered,Due on Receipt,USD,157.08,97.87,59.21,2024-07-27 15:31:45
4130,ORD5130,91,19,20230310,20230313,1,Cancelled,Net 30,USD,387.73,32.38,355.35,2023-03-10 09:47:50
4131,ORD5131,178,38,20231231,20240112,4,Cancelled,Net 60,USD,846.42,155.06,691.36,2023-12-31 12:40:59
4132,ORD5132,331,7,20241210,20241223,3,Pending,Net 30,EUR,2579.67,105.93,2473.74,2024-12-10 13:04:38
4133,ORD5133,70,26,20240310,20240314,2,Cancelled,Due on Receipt,USD,4668.10,417.53,4250.57,2024-03-10 10:28:58
4134,ORD5134,29,35,20240918,20241001,3,Delivered,Due on Receipt,USD,3427.07,211.32,3215.75,2024-09-18 10:15:39
4135,ORD5135,136,13,20240608,20240616,3,Pending,Net 30,USD,3960.42,45.70,3914.72,2024-06-08 16:40:00
4136,ORD5136,332,22,20250410,20250419,4,Shipped,Due on Receipt,GBP,1454.67,49.83,1404.84,2025-04-10 13:55:06
4137,ORD5137,391,24,20240523,20240525,3,Shipped,Due on Receipt,USD,4537.74,102.39,4435.35,2024-05-23 13:00:32
4138,ORD5138,125,8,20241016,20241030,4,Shipped,Net 60,EUR,917.49,159.89,757.60,2024-10-16 18:45:14
4139,ORD5139,129,45,20230716,20230727,2,Cancelled,Net 60,USD,1102.13,174.72,927.41,2023-07-16 15:50:36
4140,ORD5140,85,36,20251002,20251005,1,Delivered,Due on Receipt,USD,4443.75,186.89,4256.86,2025-10-02 08:26:45
4141,ORD5141,395,21,20240916,20240928,1,Shipped,Due on Receipt,USD,2640.77,306.55,2334.22,2024-09-16 12:02:30
4142,ORD5142,96,24,20251204,20251211,3,Cancelled,Net 30,GBP,3767.64,288.27,3479.37,2025-12-04 15:01:49
4143,ORD5143,328,24,20240321,20240327,4,Shipped,Net 60,EUR,195.40,11.82,183.58,2024-03-21 13:34:08
4144,ORD5144,387,13,20250417,20250424,1,Shipped,Due on Receipt,USD,1929.05,10.04,1919.01,2025-04-17 09:23:12
4145,ORD5145,383,2,20240907,20240919,2,Cancelled,Net 60,USD,567.72,452.25,115.47,2024-09-07 12:59:28
4146,ORD5146,436,45,20240309,20240320,4,Cancelled,Net 30,GBP,2489.01,118.18,2370.83,2024-03-09 15:37:37
4147,ORD5147,16,45,20240523,20240531,3,Shipped,Due on Receipt,EUR,1003.12,467.52,535.60,2024-05-23 16:47:04
4148,ORD5148,336,50,20250310,20250322,2,Cancelled,Net 60,USD,4155.44,226.45,3928.99,2025-03-10 13:54:12
4149,ORD5149,413,19,20230822,20230824,3,Pending,Due on Receipt,GBP,3168.69,463.38,2705.31,2023-08-22 10:10:09
4150,ORD5150,106,18,20240609,20240619,4,Cancelled,Net 30,EUR,1417.26,491.29,925.97,2024-06-09 17:36:43
4151,ORD5151,266,4,20230603,20230611,4,Cancelled,Due on Receipt,GBP,3421.11,471.32,2949.79,2023-06-03 08:58:46
4152,ORD5152,409,42,20240622,20240627,2,Shipped,Due on Receipt,GBP,463.77,441.12,22.65,2024-06-22 18:54:33
4153,ORD5153,78,40,20230525,20230531,2,Shipped,Net 60,GBP,813.95,291.11,522.84,2023-05-25 14:00:19
4154,ORD5154,192,45,20230805,20230817,4,Delivered,Net 60,GBP,380.44,160.36,220.08,2023-08-05 11:40:00
4155,ORD5155,171,42,20231227,20240101,4,Pending,Net 30,EUR,3170.09,343.29,2826.80,2023-12-27 14:39:19
4156,ORD5156,164,11,20251119,20251201,1,Pending,Net 30,USD,3840.69,467.99,3372.70,2025-11-19 08:33:04
4157,ORD5157,51,19,20240223,20240305,2,Delivered,Due on Receipt,GBP,2061.24,122.24,1939.00,2024-02-23 14:32:01
4158,ORD5158,259,19,20240711,20240714,3,Shipped,Net 60,GBP,4030.87,243.99,3786.88,2024-07-11 09:53:12
4159,ORD5159,364,32,20250503,20250506,4,Pending,Due on Receipt,GBP,4333.55,390.67,3942.88,2025-05-03 11:49:04
4160,ORD5160,29,20,20251115,20251129,2,Cancelled,Net 60,USD,1555.49,120.35,1435.14,2025-11-15 17:30:36
4161,ORD5161,263,46,20231228,20231229,3,Cancelled,Net 60,USD,2821.09,278.07,2543.02,2023-12-28 08:04:51
4162,ORD5162,86,39,20240412,20240413,1,Cancelled,Net 60,USD,702.91,482.26,220.65,2024-04-12 13:39:44
4163,ORD5163,4,14,20230926,20231006,1,Cancelled,Net 30,USD,1141.31,66.47,1074.84,2023-09-26 15:33:07
4164,ORD5164,91,46,20231015,20231022,2,Pending,Due on Receipt,USD,4294.48,262.94,4031.54,2023-10-15 16:05:55
4165,ORD5165,313,11,20250428,20250501,1,Cancelled,Net 30,USD,219.10,57.34,161.76,2025-04-28 14:22:08
4166,ORD5166,46,36,20230120,20230129,1,Pending,Net 60,GBP,1786.21,48.43,1737.78,2023-01-20 08:01:57
4167,ORD5167,338,12,20230512,20230515,3,Pending,Net 30,EUR,2045.09,318.62,1726.47,2023-05-12 10:12:34
4168,ORD5168,340,29,20231228,20231228,1,Pending,Due on Receipt,USD,4267.80,326.34,3941.46,2023-12-28 16:56:54
4169,ORD5169,3,5,20250305,20250314,3,Pending,Net 60,USD,1998.83,432.65,1566.18,2025-03-05 11:52:25
4170,ORD5170,74,32,20230316,20230326,2,Cancelled,Due on Receipt,EUR,3740.66,182.23,3558.43,2023-03-16 17:35:00
4171,ORD5171,354,44,20240413,20240416,3,Shipped,Net 60,EUR,4806.90,181.21,4625.69,2024-04-13 09:25:45
4172,ORD5172,167,5,20241001,20241014,1,Pending,Net 60,GBP,4184.33,136.05,4048.28,2024-10-01 09:31:15
4173,ORD5173,39,47,20230725,20230728,3,Shipped,Net 30,GBP,1184.56,62.79,1121.77,2023-07-25 17:25:28
4174,ORD5174,428,10,20230101,20230108,3,Cancelled,Net 60,USD,1616.06,318.86,1297.20,2023-01-01 11:21:36
4175,ORD5175,123,16,20240331,20240412,1,Delivered,Net 30,EUR,1981.07,330.47,1650.60,2024-03-31 16:23:30
4176,ORD5176,310,7,20251029,20251029,3,Cancelled,Net 30,GBP,3542.60,13.83,3528.77,2025-10-29 16:19:06
4177,ORD5177,194,32,20230331,20230401,3,Delivered,Net 60,USD,3595.50,215.26,3380.24,2023-03-31 11:41:07
4178,ORD5178,3,2,20240607,20240619,2,Delivered,Net 60,GBP,3202.31,492.70,2709.61,2024-06-07 13:32:45
4179,ORD5179,148,42,20230501,20230502,2,Shipped,Net 30,EUR,2559.82,381.39,2178.43,2023-05-01 17:01:08
4180,ORD5180,49,25,20230804,20230813,3,Pending,Due on Receipt,EUR,2659.28,465.66,2193.62,2023-08-04 08:25:47
4181,ORD5181,437,32,20230308,20230315,3,Cancelled,Net 60,USD,4848.28,59.99,4788.29,2023-03-08 17:59:10
4182,ORD5182,325,23,20240728,20240803,1,Delivered,Net 30,GBP,561.30,195.73,365.57,2024-07-28 10:42:09
4183,ORD5183,310,44,20241209,20241215,4,Cancelled,Net 30,EUR,2735.86,371.74,2364.12,2024-12-09 18:35:53
4184,ORD5184,73,1,20250922,20250923,3,Delivered,Net 30,USD,4459.86,414.20,4045.66,2025-09-22 14:50:43
4185,ORD5185,250,25,20230701,20230705,3,Cancelled,Net 60,USD,1528.20,71.33,1456.87,2023-07-01 15:07:43
4186,ORD5186,112,5,20250114,20250123,3,Shipped,Due on Receipt,GBP,1904.19,7.66,1896.53,2025-01-14 16:03:03
4187,ORD5187,460,2,20241217,20241221,4,Delivered,Net 30,USD,2405.31,486.94,1918.37,2024-12-17 14:58:58
4188,ORD5188,353,9,20240221,20240227,3,Shipped,Net 60,USD,3183.02,19.01,3164.01,2024-02-21 17:01:36
4189,ORD5189,30,42,20240624,20240705,1,Shipped,Net 60,EUR,2209.97,148.56,2061.41,2024-06-24 08:09:53
4190,ORD5190,226,19,20251004,20251004,1,Delivered,Net 60,EUR,3943.33,6.38,3936.95,2025-10-04 10:23:10
4191,ORD5191,339,43,20240121,20240125,1,Pending,Due on Receipt,USD,3740.71,225.05,3515.66,2024-01-21 10:11:34
4192,ORD5192,154,5,20250127,20250131,4,Pending,Net 60,GBP,3426.94,48.11,3378.83,2025-01-27 11:28:39
4193,ORD5193,138,36,20230821,20230828,2,Pending,Net 30,GBP,1020.85,102.08,918.77,2023-08-21 17:47:25
4194,ORD5194,84,38,20241225,20241231,4,Cancelled,Net 60,USD,4765.89,68.31,4697.58,2024-12-25 08:50:53
4195,ORD5195,143,47,20250909,20250915,4,Delivered,Net 30,GBP,1372.60,277.50,1095.10,2025-09-09 13:24:10
4196,ORD5196,134,23,20230609,20230619,1,Shipped,Net 60,USD,4347.96,442.85,3905.11,2023-06-09 12:15:50
4197,ORD5197,452,1,20251119,20251125,2,Pending,Net 60,EUR,687.05,72.13,614.92,2025-11-19 13:40:21
4198,ORD5198,271,44,20241022,20241101,2,Cancelled,Net 60,GBP,1734.46,5.60,1728.86,2024-10-22 10:59:43
4199,ORD5199,61,35,20251219,20251219,1,Pending,Net 60,EUR,3916.87,92.84,3824.03,2025-12-19 11:51:38
4200,ORD5200,8,28,20240325,20240408,4,Shipped,Due on Receipt,GBP,173.35,116.27,57.08,2024-03-25 11:51:03
4201,ORD5201,149,2,20250601,20250611,1,Pending,Due on Receipt,GBP,2426.31,395.87,2030.44,2025-06-01 17:09:44
4202,ORD5202,63,48,20241103,20241103,1,Delivered,Net 60,USD,4238.53,440.58,3797.95,2024-11-03 17:29:02
4203,ORD5203,498,49,20241214,20241228,3,Delivered,Net 30,GBP,3562.66,12.25,3550.41,2024-12-14 14:37:07
4204,ORD5204,233,28,20240229,20240308,4,Delivered,Net 60,USD,3253.23,122.84,3130.39,2024-02-29 18:20:47
4205,ORD5205,218,39,20250803,20250812,3,Cancelled,Net 30,EUR,901.15,188.57,712.58,2025-08-03 14:14:10
4206,ORD5206,494,17,20250928,20251010,2,Pending,Net 60,USD,310.16,209.79,100.37,2025-09-28 18:39:05
4207,ORD5207,208,49,20230812,20230826,3,Pending,Net 60,USD,4688.43,31.45,4656.98,2023-08-12 11:19:12
4208,ORD5208,266,42,20231104,20231113,2,Cancelled,Net 30,USD,3922.84,221.98,3700.86,2023-11-04 16:05:41
4209,ORD5209,415,47,20230731,20230807,1,Shipped,Net 60,GBP,3982.96,80.07,3902.89,2023-07-31 12:11:55
4210,ORD5210,124,29,20240316,20240323,3,Delivered,Net 30,USD,1321.98,22.63,1299.35,2024-03-16 11:04:33
4211,ORD5211,39,13,20250913,20250924,3,Pending,Net 30,EUR,684.67,218.72,465.95,2025-09-13 16:09:26
4212,ORD5212,380,19,20250220,20250306,4,Cancelled,Net 30,GBP,4494.38,12.59,4481.79,2025-02-20 11:16:29
4213,ORD5213,177,20,20240728,20240810,1,Cancelled,Net 30,EUR,4824.44,465.87,4358.57,2024-07-28 14:55:19
4214,ORD5214,334,7,20251114,20251122,4,Pending,Net 30,GBP,1701.40,88.06,1613.34,2025-11-14 14:14:30
4215,ORD5215,445,42,20240402,20240410,3,Cancelled,Due on Receipt,GBP,1052.29,62.29,990.00,2024-04-02 16:42:23
4216,ORD5216,456,7,20250203,20250217,4,Delivered,Net 30,GBP,2224.49,259.54,1964.95,2025-02-03 08:56:43
4217,ORD5217,351,40,20230923,20230927,1,Shipped,Net 60,EUR,1493.23,201.07,1292.16,2023-09-23 10:35:33
4218,ORD5218,240,14,20250212,20250212,3,Cancelled,Net 30,EUR,4644.78,405.76,4239.02,2025-02-12 15:13:48
4219,ORD5219,135,37,20230711,20230719,2,Shipped,Due on Receipt,GBP,518.38,225.71,292.67,2023-07-11 10:48:09
4220,ORD5220,4,20,20230114,20230124,3,Shipped,Net 60,GBP,1223.12,388.12,835.00,2023-01-14 18:33:50
4221,ORD5221,58,42,20250402,20250406,1,Shipped,Due on Receipt,GBP,2501.41,127.54,2373.87,2025-04-02 10:46:30
4222,ORD5222,499,27,20240221,20240306,1,Shipped,Due on Receipt,USD,1245.94,364.03,881.91,2024-02-21 18:08:56
4223,ORD5223,415,45,20230603,20230608,1,Shipped,Net 30,EUR,1792.24,103.77,1688.47,2023-06-03 17:11:23
4224,ORD5224,46,13,20250923,20250924,4,Pending,Due on Receipt,USD,2099.64,325.83,1773.81,2025-09-23 11:32:19
4225,ORD5225,389,34,20250406,20250406,4,Shipped,Net 60,GBP,857.25,246.56,610.69,2025-04-06 17:00:30
4226,ORD5226,352,17,20230108,20230113,1,Pending,Net 30,GBP,3504.69,124.09,3380.60,2023-01-08 09:26:30
4227,ORD5227,262,43,20250628,20250707,2,Shipped,Net 30,GBP,3205.15,300.87,2904.28,2025-06-28 16:21:57
4228,ORD5228,458,10,20250706,20250716,2,Shipped,Due on Receipt,USD,4779.47,48.20,4731.27,2025-07-06 14:36:22
4229,ORD5229,126,50,20251123,20251204,4,Shipped,Due on Receipt,USD,828.36,473.21,355.15,2025-11-23 10:02:28
4230,ORD5230,417,33,20230723,20230805,4,Shipped,Net 30,EUR,3427.68,170.33,3257.35,2023-07-23 18:53:50
4231,ORD5231,419,45,20251017,20251025,4,Pending,Net 30,USD,243.86,165.62,78.24,2025-10-17 12:24:31
4232,ORD5232,361,5,20230102,20230106,2,Shipped,Net 60,EUR,1544.78,52.60,1492.18,2023-01-02 10:02:35
4233,ORD5233,146,36,20240921,20240929,4,Cancelled,Due on Receipt,EUR,1715.66,92.91,1622.75,2024-09-21 15:34:41
4234,ORD5234,246,15,20250714,20250721,2,Delivered,Due on Receipt,EUR,4847.42,12.67,4834.75,2025-07-14 14:48:12
4235,ORD5235,362,16,20230411,20230417,4,Delivered,Due on Receipt,EUR,1862.70,237.26,1625.44,2023-04-11 09:44:26
4236,ORD5236,491,27,20240514,20240524,4,Pending,Due on Receipt,USD,1308.29,370.67,937.62,2024-05-14 13:26:49
4237,ORD5237,182,15,20250913,20250920,3,Shipped,Due on Receipt,GBP,2460.13,247.98,2212.15,2025-09-13 16:23:36
4238,ORD5238,142,22,20250427,20250428,2,Shipped,Net 60,USD,2725.04,340.57,2384.47,2025-04-27 16:58:44
4239,ORD5239,160,35,20240125,20240206,2,Delivered,Net 60,USD,3135.39,494.74,2640.65,2024-01-25 08:18:08
4240,ORD5240,3,12,20250309,20250316,3,Shipped,Due on Receipt,USD,3238.12,77.70,3160.42,2025-03-09 15:51:33
4241,ORD5241,405,38,20250326,20250407,1,Cancelled,Net 30,EUR,631.29,1.68,629.61,2025-03-26 11:28:46
4242,ORD5242,302,19,20240401,20240414,1,Cancelled,Net 60,EUR,3982.23,496.42,3485.81,2024-04-01 08:19:13
4243,ORD5243,321,11,20230120,20230128,4,Cancelled,Net 30,GBP,3682.64,159.41,3523.23,2023-01-20 09:00:33
4244,ORD5244,423,38,20230107,20230120,4,Shipped,Due on Receipt,EUR,2530.53,362.69,2167.84,2023-01-07 16:13:39
4245,ORD5245,121,9,20230308,20230310,3,Delivered,Net 30,EUR,3413.61,397.17,3016.44,2023-03-08 17:18:11
4246,ORD5246,455,26,20250707,20250712,3,Shipped,Due on Receipt,EUR,1887.95,237.39,1650.56,2025-07-07 16:24:13
4247,ORD5247,498,1,20230107,20230119,4,Shipped,Due on Receipt,GBP,1770.32,29.66,1740.66,2023-01-07 13:20:30
4248,ORD5248,321,49,20230826,20230826,3,Cancelled,Net 30,USD,2904.00,3.31,2900.69,2023-08-26 08:47:27
4249,ORD5249,450,44,20241203,20241206,1,Shipped,Net 60,USD,4918.78,220.25,4698.53,2024-12-03 14:01:51
4250,ORD5250,356,24,20250806,20250817,4,Cancelled,Due on Receipt,USD,2990.37,255.13,2735.24,2025-08-06 12:13:14
4251,ORD5251,169,30,20250111,20250115,3,Shipped,Net 60,EUR,2026.67,8.35,2018.32,2025-01-11 16:12:17
4252,ORD5252,191,13,20251210,20251218,2,Cancelled,Due on Receipt,USD,871.27,314.82,556.45,2025-12-10 17:45:37
4253,ORD5253,194,47,20230825,20230902,1,Pending,Net 60,GBP,2384.64,160.11,2224.53,2023-08-25 16:02:18
4254,ORD5254,11,13,20240401,20240405,4,Cancelled,Net 30,GBP,2679.57,130.05,2549.52,2024-04-01 09:08:51
4255,ORD5255,451,16,20230426,20230509,4,Pending,Due on Receipt,GBP,907.11,327.48,579.63,2023-04-26 17:13:56
4256,ORD5256,353,19,20240317,20240318,3,Delivered,Net 60,USD,3463.89,42.38,3421.51,2024-03-17 11:17:54
4257,ORD5257,311,40,20230325,20230401,1,Shipped,Net 30,USD,1009.14,200.54,808.60,2023-03-25 16:31:08
4258,ORD5258,329,14,20241214,20241221,4,Delivered,Net 30,EUR,4331.24,487.60,3843.64,2024-12-14 15:44:04
4259,ORD5259,146,7,20250328,20250404,2,Shipped,Due on Receipt,EUR,2331.62,477.20,1854.42,2025-03-28 15:38:23
4260,ORD5260,369,9,20250223,20250302,3,Delivered,Net 60,GBP,1168.80,39.78,1129.02,2025-02-23 14:30:20
4261,ORD5261,61,9,20240918,20240923,1,Delivered,Net 60,EUR,1393.46,11.96,1381.50,2024-09-18 10:34:45
4262,ORD5262,287,48,20250211,20250224,2,Cancelled,Net 60,USD,2981.23,201.84,2779.39,2025-02-11 12:07:15
4263,ORD5263,139,50,20251102,20251111,4,Cancelled,Due on Receipt,USD,4951.82,195.42,4756.40,2025-11-02 08:33:49
4264,ORD5264,119,37,20240831,20240901,1,Delivered,Due on Receipt,EUR,2742.23,119.67,2622.56,2024-08-31 17:02:47
4265,ORD5265,352,19,20240617,20240624,3,Delivered,Net 60,USD,1466.30,229.02,1237.28,2024-06-17 15:08:23
4266,ORD5266,372,10,20250423,20250424,4,Shipped,Due on Receipt,USD,398.47,133.11,265.36,2025-04-23 15:52:41
4267,ORD5267,142,4,20241012,20241013,4,Cancelled,Net 30,EUR,4373.21,122.84,4250.37,2024-10-12 09:59:16
4268,ORD5268,230,35,20230305,20230308,2,Pending,Due on Receipt,EUR,1639.32,261.60,1377.72,2023-03-05 17:38:44
4269,ORD5269,287,42,20251231,20251231,3,Pending,Net 30,GBP,2453.51,0.21,2453.30,2025-12-31 15:22:01
4270,ORD5270,335,44,20231222,20231227,2,Delivered,Due on Receipt,USD,2029.08,474.29,1554.79,2023-12-22 17:59:30
4271,ORD5271,418,16,20250908,20250920,1,Cancelled,Due on Receipt,GBP,2463.70,259.39,2204.31,2025-09-08 10:26:26
4272,ORD5272,211,5,20240421,20240503,4,Pending,Net 30,EUR,1209.67,280.85,928.82,2024-04-21 11:50:34
4273,ORD5273,481,13,20250419,20250421,2,Pending,Due on Receipt,USD,1584.93,409.63,1175.30,2025-04-19 16:26:19
4274,ORD5274,207,26,20240720,20240729,3,Delivered,Net 60,EUR,2483.90,15.16,2468.74,2024-07-20 13:14:25
4275,ORD5275,419,17,20240811,20240812,3,Pending,Net 30,GBP,746.58,326.38,420.20,2024-08-11 14:10:03
4276,ORD5276,91,34,20240605,20240619,2,Shipped,Net 30,USD,2587.63,266.32,2321.31,2024-06-05 08:50:43
4277,ORD5277,127,25,20230223,20230227,3,Pending,Net 30,EUR,3201.62,199.69,3001.93,2023-02-23 14:39:26
4278,ORD5278,308,11,20240121,20240122,2,Pending,Net 60,GBP,3949.61,158.07,3791.54,2024-01-21 12:00:17
4279,ORD5279,234,21,20231025,20231101,3,Shipped,Net 60,USD,2173.46,208.62,1964.84,2023-10-25 09:41:51
4280,ORD5280,417,47,20240509,20240512,2,Shipped,Net 30,EUR,1271.21,164.36,1106.85,2024-05-09 17:19:57
4281,ORD5281,283,18,20241018,20241025,3,Shipped,Due on Receipt,GBP,2029.32,189.10,1840.22,2024-10-18 14:55:52
4282,ORD5282,395,24,20250428,20250502,1,Cancelled,Net 30,GBP,420.11,89.82,330.29,2025-04-28 16:19:04
4283,ORD5283,93,41,20250124,20250206,4,Delivered,Net 60,USD,788.71,127.82,660.89,2025-01-24 14:23:44
4284,ORD5284,383,5,20230507,20230510,2,Shipped,Net 60,USD,3828.13,270.82,3557.31,2023-05-07 14:29:43
4285,ORD5285,155,44,20230605,20230618,1,Pending,Net 60,GBP,3049.77,411.05,2638.72,2023-06-05 16:39:11
4286,ORD5286,108,22,20241126,20241210,2,Cancelled,Net 30,GBP,4094.99,131.07,3963.92,2024-11-26 10:21:40
4287,ORD5287,343,28,20251013,20251024,1,Delivered,Due on Receipt,USD,4949.73,42.33,4907.40,2025-10-13 11:50:32
4288,ORD5288,408,22,20240516,20240527,1,Pending,Due on Receipt,GBP,3847.02,387.31,3459.71,2024-05-16 15:43:17
4289,ORD5289,163,2,20231011,20231021,3,Delivered,Net 60,GBP,1376.14,379.11,997.03,2023-10-11 18:59:20
4290,ORD5290,180,5,20230502,20230508,2,Pending,Due on Receipt,GBP,3122.43,330.94,2791.49,2023-05-02 18:27:06
4291,ORD5291,179,50,20240323,20240402,4,Delivered,Due on Receipt,USD,2254.18,164.10,2090.08,2024-03-23 08:14:07
4292,ORD5292,194,20,20240527,20240531,2,Delivered,Net 60,GBP,4470.98,379.22,4091.76,2024-05-27 16:01:44
