line_item_id,order_id,product_id,line_number,quantity,unit_price,discount_pct,discount_amount,line_total,created_at
5587,5039,74,1,4,1430.60,0.25,1430.60,4291.80,2025-02-02 00:00:00
5588,5039,150,2,3,1375.37,0.27,1114.05,3012.06,2025-08-01 00:00:00
5589,5039,147,4,17,1124.09,0.22,4204.10,14905.43,2023-06-22 00:00:00
5590,5041,96,1,11,510.87,0.17,955.33,4664.24,2025-01-01 00:00:00
5591,5042,184,3,12,259.52,0.13,404.85,2709.39,2024-05-20 00:00:00
5592,5042,161,4,11,219.44,0.03,72.42,2341.42,2024-02-11 00:00:00
5593,5043,33,2,18,465.17,0.08,669.84,7703.22,2025-12-10 00:00:00
5594,5043,123,3,6,854.12,0.02,102.49,5022.23,2023-11-28 00:00:00
5595,5046,6,4,5,929.66,0.19,883.18,3765.12,2025-07-28 00:00:00
5596,5047,45,2,13,478.39,0.03,186.57,6032.50,2024-05-14 00:00:00
5597,5047,185,4,9,226.96,0.09,183.84,1858.80,2024-11-18 00:00:00
5598,5048,126,1,17,1132.73,0.30,5776.92,13479.49,2024-05-15 00:00:00
5599,5048,28,3,10,550.72,0.23,1266.66,4240.54,2025-02-16 00:00:00
5600,5048,36,4,12,348.43,0.07,292.68,3888.48,2023-10-11 00:00:00
5601,5049,72,4,3,337.21,0.00,0.00,1011.63,2023-08-20 00:00:00
5602,5051,54,3,3,429.72,0.09,116.02,1173.14,2024-09-21 00:00:00
5603,5051,48,4,3,430.17,0.14,180.67,1109.84,2025-09-06 00:00:00
5604,5052,129,4,1,1447.14,0.11,159.19,1287.95,2023-10-10 00:00:00
5605,5054,190,1,5,1338.43,0.29,1940.72,4751.43,2023-02-18 00:00:00
5606,5054,170,3,5,646.86,0.22,711.55,2522.75,2025-08-13 00:00:00
5607,5056,103,4,20,1403.20,0.14,3928.96,24135.04,2025-11-27 00:00:00
5608,5058,116,5,6,533.79,0.20,640.55,2562.19,2025-06-12 00:00:00
5609,5059,166,2,10,126.01,0.06,75.61,1184.49,2023-02-01 00:00:00
5610,5061,115,2,14,1181.53,0.19,3142.87,13398.55,2025-02-17 00:00:00
5611,5061,116,5,6,1053.86,0.21,1327.86,4995.30,2024-01-25 00:00:00
5612,5062,56,2,19,622.21,0.01,118.22,11703.77,2023-03-24 00:00:00
5613,5062,114,4,4,1367.00,0.18,984.24,4483.76,2024-08-01 00:00:00
5614,5063,128,5,11,81.11,0.28,249.82,642.39,2024-12-30 00:00:00
5615,5064,163,2,6,200.92,0.03,36.17,1169.35,2023-10-22 00:00:00
5616,5065,124,2,1,1101.01,0.04,44.04,1056.97,2025-01-26 00:00:00
5617,5066,146,2,8,360.85,0.22,635.10,2251.70,2023-10-11 00:00:00
5618,5068,54,2,18,137.71,0.09,223.09,2255.69,2024-03-10 00:00:00
5619,5068,29,3,14,1343.53,0.28,5266.64,13542.78,2025-06-02 00:00:00
5620,5068,104,4,20,1320.76,0.14,3698.13,22717.07,2024-09-21 00:00:00
5621,5069,106,4,19,734.98,0.15,2094.69,11869.93,2023-08-18 00:00:00
5622,5071,155,1,17,1212.57,0.17,3504.33,17109.36,2023-05-20 00:00:00
5623,5071,29,5,4,561.41,0.16,359.30,1886.34,2025-07-18 00:00:00
5624,5072,33,1,8,878.52,0.27,1897.60,5130.56,2025-10-10 00:00:00
5625,5072,31,5,11,974.30,0.28,3000.84,7716.46,2025-11-22 00:00:00
5626,5073,103,5,1,280.83,0.09,25.27,255.56,2024-03-06 00:00:00
5627,5074,104,3,6,1088.61,0.09,587.85,5943.81,2025-11-09 00:00:00
5628,5076,138,5,10,1069.78,0.22,2353.52,8344.28,2024-02-27 00:00:00
5629,5077,115,5,3,1220.54,0.14,512.63,3148.99,2025-10-14 00:00:00
5630,5079,89,1,1,783.55,0.01,7.84,775.71,2025-07-30 00:00:00
5631,5081,161,5,3,110.57,0.29,96.20,235.51,2025-10-16 00:00:00
5632,5082,136,2,9,951.88,0.08,685.35,7881.57,2023-05-04 00:00:00
5633,5084,40,3,16,1239.70,0.23,4562.10,15273.10,2024-06-07 00:00:00
5634,5085,44,3,9,467.19,0.07,294.33,3910.38,2024-02-24 00:00:00
5635,5085,104,5,13,647.37,0.02,168.32,8247.49,2024-09-25 00:00:00
5636,5086,138,2,13,1180.87,0.22,3377.29,11974.02,2023-08-28 00:00:00
5637,5086,31,4,18,790.80,0.12,1708.13,12526.27,2025-12-13 00:00:00
5638,5088,44,4,16,1078.10,0.19,3277.42,13972.18,2024-08-28 00:00:00
5639,5089,115,3,15,439.45,0.13,856.93,5734.82,2025-11-26 00:00:00
5640,5090,190,4,10,568.60,0.04,227.44,5458.56,2024-04-26 00:00:00
5641,5092,178,3,8,966.91,0.19,1469.70,6265.58,2025-11-23 00:00:00
5642,5093,134,1,4,483.29,0.15,289.97,1643.19,2024-08-06 00:00:00
5643,5094,31,5,7,1188.80,0.08,665.73,7655.87,2024-12-21 00:00:00
5644,5095,88,5,15,899.79,0.19,2564.40,10932.45,2023-03-03 00:00:00
5645,5096,186,1,15,905.68,0.22,2988.74,10596.46,2025-09-02 00:00:00
5646,5096,114,2,2,1250.31,0.19,475.12,2025.50,2025-02-03 00:00:00
5647,5097,87,4,7,49.93,0.01,3.50,346.01,2025-09-20 00:00:00
5648,5099,51,5,4,1166.57,0.08,373.30,4292.98,2023-11-06 00:00:00
5649,5100,121,5,6,1442.69,0.18,1558.11,7098.03,2023-08-11 00:00:00
5650,5103,164,3,6,866.30,0.17,883.63,4314.17,2025-02-21 00:00:00
5651,5103,115,4,5,394.92,0.11,217.21,1757.39,2024-12-01 00:00:00
5652,5104,166,5,6,496.51,0.25,744.76,2234.30,2025-10-17 00:00:00
5653,5105,121,3,10,955.64,0.11,1051.20,8505.20,2024-10-18 00:00:00
5654,5106,40,2,13,468.97,0.05,304.83,5791.78,2024-07-06 00:00:00
5655,5106,56,5,15,468.63,0.15,1054.42,5975.03,2023-10-04 00:00:00
5656,5108,40,4,1,285.41,0.02,5.71,279.70,2023-05-30 00:00:00
5657,5108,1,5,14,445.93,0.17,1061.31,5181.71,2023-03-27 00:00:00
5658,5109,118,4,6,570.23,0.05,171.07,3250.31,2023-05-07 00:00:00
5659,5110,176,2,4,1089.03,0.15,653.42,3702.70,2025-05-08 00:00:00
5660,5113,13,4,20,622.68,0.29,3611.54,8842.06,2025-06-18 00:00:00
5661,5114,44,2,12,59.99,0.17,122.38,597.50,2023-11-26 00:00:00
5662,5114,31,5,19,520.28,0.22,2174.77,7710.55,2024-02-04 00:00:00
5663,5116,46,5,2,567.98,0.00,0.00,1135.96,2024-12-12 00:00:00
5664,5117,11,5,13,1341.44,0.12,2092.65,15346.07,2023-08-21 00:00:00
5665,5118,173,1,11,1373.76,0.16,2417.82,12693.54,2024-07-12 00:00:00
5666,5119,172,5,12,198.64,0.12,286.04,2097.64,2024-06-25 00:00:00
5667,5120,19,1,4,1359.16,0.01,54.37,5382.27,2023-03-10 00:00:00
5668,5120,174,3,6,59.45,0.17,60.64,296.06,2025-10-03 00:00:00
5669,5120,104,4,2,453.24,0.28,253.81,652.67,2025-04-23 00:00:00
5670,5121,37,1,8,1418.92,0.03,340.54,11010.82,2025-01-12 00:00:00
5671,5121,31,3,15,479.42,0.18,1294.43,5896.87,2025-08-26 00:00:00
5672,5121,152,4,6,1336.96,0.12,962.61,7059.15,2024-11-21 00:00:00
5673,5124,134,1,14,536.93,0.02,150.34,7366.68,2024-07-08 00:00:00
5674,5129,174,4,7,413.02,0.05,144.56,2746.58,2023-03-09 00:00:00
5675,5130,127,2,2,1354.10,0.07,189.57,2518.63,2023-04-03 00:00:00
5676,5130,117,3,15,260.87,0.04,156.52,3756.53,2025-08-13 00:00:00
5677,5130,65,5,20,1397.45,0.18,5030.82,22918.18,2024-11-11 00:00:00
5678,5131,130,1,19,296.79,0.12,676.68,4962.33,2024-08-23 00:00:00
5679,5132,43,2,18,1094.16,0.01,196.95,19497.93,2025-09-22 00:00:00
5680,5132,199,3,13,1476.87,0.21,4031.86,15167.45,2025-08-22 00:00:00
5681,5133,171,5,17,680.82,0.06,694.44,10879.50,2025-10-26 00:00:00
5682,5134,196,3,17,95.46,0.03,48.68,1574.14,2024-02-28 00:00:00
5683,5135,9,1,12,266.47,0.28,895.34,2302.30,2023-11-05 00:00:00
5684,5135,54,3,17,341.56,0.28,1625.83,4180.69,2023-12-03 00:00:00
5685,5135,38,4,7,703.53,0.10,492.47,4432.24,2024-07-06 00:00:00
5686,5135,74,5,17,1204.81,0.12,2457.81,18023.96,2024-05-10 00:00:00
5687,5136,162,2,6,403.28,0.17,411.35,2008.33,2025-03-28 00:00:00
5688,5136,141,5,9,620.55,0.08,446.80,5138.15,2023-08-13 00:00:00
5689,5138,183,1,6,633.00,0.12,455.76,3342.24,2025-01-20 00:00:00
5690,5139,84,1,10,203.40,0.18,366.12,1667.88,2024-02-07 00:00:00
5691,5139,169,3,19,860.50,0.02,326.99,16022.51,2023-09-05 00:00:00
5692,5140,77,2,13,125.32,0.12,195.50,1433.66,2023-03-13 00:00:00
5693,5140,80,3,16,1007.39,0.02,322.36,15795.88,2023-11-01 00:00:00
5694,5140,157,4,14,996.37,0.19,2650.34,11298.84,2025-01-21 00:00:00
5695,5141,68,2,10,132.99,0.22,292.58,1037.32,2024-06-27 00:00:00
5696,5142,51,3,16,702.73,0.01,112.44,11131.24,2025-04-28 00:00:00
5697,5144,118,1,2,501.92,0.06,60.23,943.61,2025-04-26 00:00:00
5698,5144,200,3,6,364.12,0.14,305.86,1878.86,2024-01-18 00:00:00
5699,5144,193,5,9,601.52,0.08,433.09,4980.59,2024-10-28 00:00:00
5700,5145,102,5,1,448.22,0.23,103.09,345.13,2025-01-01 00:00:00
5701,5146,23,1,3,881.87,0.01,26.46,2619.15,2025-04-08 00:00:00
5702,5146,82,4,13,1100.75,0.05,715.49,13594.26,2024-01-17 00:00:00
5703,5147,173,1,13,732.98,0.02,190.57,9338.17,2023-08-25 00:00:00
5704,5147,20,3,16,767.93,0.03,368.61,11918.27,2024-12-12 00:00:00
5705,5148,155,2,6,1025.54,0.05,307.66,5845.58,2023-06-08 00:00:00
5706,5148,104,5,20,443.84,0.04,355.07,8521.73,2023-10-26 00:00:00
5707,5149,34,1,20,221.63,0.10,443.26,3989.34,2024-06-10 00:00:00
5708,5150,19,1,18,670.19,0.24,2895.22,9168.20,2025-09-06 00:00:00
5709,5151,100,1,3,740.04,0.11,244.21,1975.91,2025-09-19 00:00:00
5710,5152,42,1,6,1008.13,0.26,1572.68,4476.10,2025-01-15 00:00:00
5711,5153,134,1,17,1465.52,0.26,6477.60,18436.24,2025-06-11 00:00:00
5712,5153,111,2,1,754.48,0.17,128.26,626.22,2024-04-26 00:00:00
5713,5153,170,4,10,81.00,0.06,48.60,761.40,2024-02-03 00:00:00
5714,5156,121,2,17,335.03,0.26,1480.83,4214.68,2023-08-19 00:00:00
5715,5157,91,2,19,281.94,0.12,642.82,4714.04,2025-12-05 00:00:00
5716,5158,104,1,13,970.23,0.01,126.13,12486.86,2023-02-15 00:00:00
5717,5158,124,4,19,560.14,0.10,1064.27,9578.39,2023-04-15 00:00:00
5718,5158,7,5,2,287.76,0.04,23.02,552.50,2025-01-16 00:00:00
5719,5160,4,1,20,310.55,0.12,745.32,5465.68,2023-02-02 00:00:00
5720,5161,72,2,16,1311.85,0.19,3988.02,17001.58,2023-03-15 00:00:00
5721,5163,61,1,8,684.38,0.03,164.25,5310.79,2023-10-18 00:00:00
5722,5164,175,3,4,331.72,0.14,185.76,1141.12,2025-07-09 00:00:00
5723,5164,46,5,16,1243.47,0.07,1392.69,18502.83,2023-12-26 00:00:00
5724,5165,162,2,5,1031.01,0.30,1546.52,3608.53,2025-10-27 00:00:00
5725,5166,160,2,9,1312.31,0.10,1181.08,10629.71,2023-11-20 00:00:00
5726,5167,128,4,14,1114.73,0.04,624.25,14981.97,2024-05-19 00:00:00
5727,5168,187,4,8,1410.43,0.22,2482.36,8801.08,2025-11-12 00:00:00
5728,5169,55,4,5,1130.49,0.01,56.52,5595.93,2025-08-23 00:00:00
5729,5170,45,1,17,137.35,0.30,700.48,1634.47,2024-12-08 00:00:00
5730,5170,157,5,17,166.18,0.27,762.77,2062.29,2025-05-02 00:00:00
5731,5172,20,1,17,47.93,0.24,195.55,619.26,2023-03-05 00:00:00
5732,5172,154,2,18,846.35,0.02,304.69,14929.61,2023-02-09 00:00:00
5733,5173,160,3,7,354.38,0.22,545.75,1934.91,2025-06-15 00:00:00
5734,5173,38,4,9,1168.79,0.10,1051.91,9467.20,2023-09-18 00:00:00
5735,5175,48,5,16,545.50,0.08,698.24,8029.76,2025-03-09 00:00:00
5736,5176,126,4,8,1197.92,0.21,2012.51,7570.85,2025-09-18 00:00:00
5737,5177,46,1,6,1344.52,0.03,242.01,7825.11,2024-10-07 00:00:00
5738,5179,90,1,8,227.55,0.02,36.41,1783.99,2023-07-17 00:00:00
5739,5181,101,3,20,1298.98,0.06,1558.78,24420.82,2024-01-16 00:00:00
5740,5181,146,5,15,387.87,0.03,174.54,5643.51,2025-03-19 00:00:00
5741,5183,87,4,3,638.90,0.16,306.67,1610.03,2023-12-22 00:00:00
5742,5184,199,1,10,1251.53,0.23,2878.52,9636.78,2023-08-06 00:00:00
5743,5184,58,2,7,875.78,0.13,796.96,5333.50,2023-01-10 00:00:00
5744,5185,189,1,11,1243.63,0.10,1367.99,12311.94,2023-11-02 00:00:00
5745,5186,165,1,19,615.10,0.22,2571.12,9115.78,2025-09-07 00:00:00
5746,5186,17,2,3,772.93,0.06,139.13,2179.66,2023-10-03 00:00:00
5747,5186,169,3,1,685.68,0.06,41.14,644.54,2023-09-01 00:00:00
5748,5186,150,4,3,810.63,0.29,705.25,1726.64,2024-11-06 00:00:00
5749,5187,94,3,2,1165.17,0.28,652.50,1677.84,2025-06-05 00:00:00
5750,5187,149,4,17,516.93,0.27,2372.71,6415.10,2023-05-10 00:00:00
5751,5188,97,3,15,1324.54,0.26,5165.71,14702.39,2025-01-08 00:00:00
5752,5188,91,5,20,931.81,0.23,4286.33,14349.87,2023-06-04 00:00:00
5753,5189,153,2,13,1497.30,0.12,2335.79,17129.11,2025-06-25 00:00:00
5754,5189,104,5,2,1113.55,0.04,89.08,2138.02,2025-02-13 00:00:00
5755,5190,71,2,10,862.43,0.17,1466.13,7158.17,2024-12-12 00:00:00
5756,5190,176,4,4,1272.84,0.07,356.40,4734.96,2023-01-10 00:00:00
5757,5190,189,5,9,303.68,0.20,546.62,2186.50,2023-11-14 00:00:00
5758,5192,76,3,20,164.34,0.13,427.28,2859.52,2025-05-30 00:00:00
5759,5192,51,4,4,751.20,0.14,420.67,2584.13,2024-07-10 00:00:00
5760,5193,182,3,9,230.39,0.04,82.94,1990.57,2024-01-16 00:00:00
5761,5194,175,2,10,205.47,0.19,390.39,1664.31,2025-09-09 00:00:00
5762,5194,50,5,17,148.04,0.22,553.67,1963.01,2023-02-27 00:00:00
5763,5195,60,3,9,671.20,0.03,181.22,5859.58,2024-10-31 00:00:00
5764,5195,26,4,2,995.84,0.18,358.50,1633.18,2025-01-18 00:00:00
5765,5197,139,3,8,1095.83,0.10,876.66,7889.98,2025-11-02 00:00:00
5766,5199,189,1,7,360.37,0.14,353.16,2169.43,2023-02-19 00:00:00
5767,5200,77,1,11,318.83,0.29,1017.07,2490.06,2023-06-29 00:00:00
5768,5200,56,5,11,978.78,0.22,2368.65,8397.93,2024-08-26 00:00:00
5769,5202,58,3,3,1048.19,0.29,911.93,2232.64,2023-05-13 00:00:00
5770,5202,98,5,8,1395.35,0.06,669.77,10493.03,2024-12-14 00:00:00
5771,5203,67,2,15,946.05,0.21,2980.06,11210.69,2024-06-17 00:00:00
5772,5204,55,4,8,1405.81,0.19,2136.83,9109.65,2023-12-07 00:00:00
5773,5207,83,2,10,170.55,0.24,409.32,1296.18,2023-10-16 00:00:00
5774,5207,177,4,5,58.58,0.28,82.01,210.89,2023-09-30 00:00:00
5775,5207,146,5,19,1354.48,0.08,2058.81,23676.31,2023-03-27 00:00:00
5776,5208,45,5,17,1397.47,0.10,2375.70,21381.29,2023-08-31 00:00:00
5777,5209,173,1,18,632.25,0.29,3300.34,8080.16,2023-07-24 00:00:00
5778,5209,194,2,19,999.08,0.15,2847.38,16135.14,2023-06-24 00:00:00
5779,5210,110,4,6,560.03,0.09,302.42,3057.76,2024-02-05 00:00:00
5780,5210,28,5,10,490.14,0.22,1078.31,3823.09,2024-11-24 00:00:00
5781,5211,26,3,7,333.31,0.16,373.31,1959.86,2025-06-07 00:00:00
5782,5211,29,4,8,627.27,0.21,1053.81,3964.35,2025-03-01 00:00:00
5783,5212,21,4,14,159.70,0.25,558.95,1676.85,2024-10-14 00:00:00
5784,5213,70,4,8,347.51,0.20,556.02,2224.06,2025-09-18 00:00:00
5785,5213,193,5,8,580.00,0.02,92.80,4547.20,2025-10-17 00:00:00
5786,5214,180,4,9,730.99,0.13,855.26,5723.65,2025-02-06 00:00:00
5787,5214,62,5,3,269.38,0.14,113.14,695.00,2025-12-18 00:00:00
5788,5216,197,1,20,460.84,0.00,0.00,9216.80,2025-03-05 00:00:00
5789,5217,160,2,15,219.24,0.18,591.95,2696.65,2025-07-03 00:00:00
5790,5219,37,1,2,416.55,0.17,141.63,691.47,2023-12-14 00:00:00
5791,5219,157,2,7,107.12,0.23,172.46,577.38,2023-08-05 00:00:00
5792,5220,166,3,13,1334.41,0.17,2949.05,14398.28,2025-07-15 00:00:00
5793,5222,81,3,18,583.84,0.08,840.73,9668.39,2024-06-13 00:00:00
5794,5222,4,4,4,915.22,0.04,146.44,3514.44,2025-01-14 00:00:00
5795,5223,89,4,8,1316.76,0.14,1474.77,9059.31,2024-11-16 00:00:00
5796,5223,84,5,1,398.14,0.25,99.53,298.61,2025-06-08 00:00:00
5797,5225,29,1,10,1061.94,0.16,1699.10,8920.30,2024-07-10 00:00:00
5798,5225,13,2,8,908.48,0.14,1017.50,6250.34,2025-02-14 00:00:00
5799,5225,123,5,11,429.20,0.13,613.76,4107.44,2023-04-28 00:00:00
5800,5226,149,1,10,142.63,0.04,57.05,1369.25,2023-05-07 00:00:00
5801,5226,158,2,12,594.55,0.12,856.15,6278.45,2023-04-26 00:00:00
5802,5227,56,2,17,501.83,0.10,853.11,7678.00,2025-11-04 00:00:00
5803,5228,194,4,17,287.20,0.03,146.47,4735.93,2024-03-06 00:00:00
5804,5229,39,2,20,933.30,0.13,2426.58,16239.42,2025-11-14 00:00:00
5805,5232,56,2,10,311.98,0.11,343.18,2776.62,2025-01-17 00:00:00
5806,5232,159,3,19,171.03,0.18,584.92,2664.65,2025-08-12 00:00:00
5807,5232,105,4,8,773.25,0.15,927.90,5258.10,2025-03-13 00:00:00
5808,5232,181,5,19,230.56,0.10,438.06,3942.58,2024-07-06 00:00:00
5809,5234,59,3,16,1041.55,0.06,999.89,15664.91,2025-04-09 00:00:00
5810,5235,46,1,17,751.01,0.02,255.34,12511.83,2023-08-26 00:00:00
5811,5235,112,3,12,1293.21,0.29,4500.37,11018.15,2024-12-02 00:00:00
5812,5236,153,2,11,527.17,0.06,347.93,5450.94,2024-07-05 00:00:00
5813,5237,95,3,2,643.24,0.17,218.70,1067.78,2024-11-20 00:00:00
5814,5238,129,3,5,914.31,0.16,731.45,3840.10,2024-04-27 00:00:00
5815,5238,16,4,20,864.87,0.14,2421.64,14875.76,2023-11-05 00:00:00
5816,5238,134,5,11,494.65,0.19,1033.82,4407.33,2023-09-06 00:00:00
5817,5239,115,1,19,314.52,0.25,1493.97,4481.91,2024-09-04 00:00:00
5818,5239,57,5,3,475.23,0.17,242.37,1183.32,2023-09-01 00:00:00
5819,5240,68,4,6,1366.90,0.11,902.15,7299.25,2024-09-26 00:00:00
5820,5241,185,1,2,873.89,0.14,244.69,1503.09,2025-03-08 00:00:00
5821,5243,38,5,10,1365.57,0.17,2321.47,11334.23,2025-01-08 00:00:00
5822,5244,127,4,9,59.16,0.01,5.32,527.12,2025-01-27 00:00:00
5823,5244,41,5,16,958.56,0.14,2147.17,13189.79,2023-02-10 00:00:00
5824,5245,52,2,12,384.72,0.14,646.33,3970.31,2025-02-17 00:00:00
5825,5245,60,5,2,1447.44,0.24,694.77,2200.11,2025-06-23 00:00:00
5826,5246,147,5,20,737.87,0.02,295.15,14462.25,2023-01-01 00:00:00
5827,5247,150,2,1,598.89,0.20,119.78,479.11,2023-07-21 00:00:00
5828,5247,160,4,10,44.44,0.05,22.22,422.18,2024-04-12 00:00:00
5829,5249,72,2,14,162.79,0.22,501.39,1777.67,2024-07-10 00:00:00
5830,5251,31,1,3,753.55,0.15,339.10,1921.55,2023-11-07 00:00:00
5831,5251,36,4,2,885.43,0.25,442.71,1328.15,2023-06-30 00:00:00
5832,5252,194,5,7,931.09,0.00,0.00,6517.63,2024-12-29 00:00:00
5833,5254,12,1,3,1176.74,0.03,105.91,3424.31,2025-06-22 00:00:00
5834,5254,66,2,15,272.96,0.17,696.05,3398.35,2024-12-12 00:00:00
5835,5254,95,5,11,198.56,0.14,305.78,1878.38,2024-01-20 00:00:00
5836,5255,178,1,20,51.59,0.18,185.72,846.08,2025-10-09 00:00:00
5837,5257,89,3,16,1056.35,0.09,1521.14,15380.46,2025-02-10 00:00:00
5838,5259,140,4,10,432.49,0.25,1081.22,3243.68,2024-04-19 00:00:00
5839,5260,51,3,7,1236.78,0.07,606.02,8051.44,2024-09-21 00:00:00
5840,5260,187,4,14,520.55,0.17,1238.91,6048.79,2023-03-28 00:00:00
5841,5261,54,1,10,846.57,0.24,2031.77,6433.93,2023-10-10 00:00:00
5842,5262,76,2,3,320.60,0.04,38.47,923.33,2023-04-11 00:00:00
5843,5263,104,1,9,995.61,0.22,1971.31,6989.18,2023-03-26 00:00:00
5844,5263,52,3,12,961.85,0.17,1962.17,9580.03,2024-08-18 00:00:00
5845,5263,31,5,16,1027.45,0.22,3616.62,12822.58,2024-02-03 00:00:00
5846,5267,53,5,10,1080.26,0.20,2160.52,8642.08,2023-03-28 00:00:00
5847,5268,195,5,15,175.44,0.22,578.95,2052.65,2023-11-08 00:00:00
5848,5270,26,1,18,247.81,0.24,1070.54,3390.04,2023-02-04 00:00:00
5849,5270,112,2,7,857.78,0.29,1741.29,4263.17,2023-05-18 00:00:00
5850,5270,136,3,13,697.35,0.19,1722.45,7343.10,2025-12-03 00:00:00
5851,5270,30,4,3,995.51,0.25,746.63,2239.90,2023-05-05 00:00:00
5852,5271,40,2,8,1378.42,0.17,1874.65,9152.71,2025-03-28 00:00:00
5853,5272,148,4,16,1365.65,0.23,5025.59,16824.81,2023-10-15 00:00:00
5854,5273,172,2,12,680.10,0.26,2121.91,6039.29,2024-05-06 00:00:00
5855,5273,92,3,14,471.32,0.20,1319.70,5278.78,2023-05-23 00:00:00
5856,5274,156,1,7,529.53,0.27,1000.81,2705.90,2025-07-13 00:00:00
5857,5274,178,4,6,789.82,0.07,331.72,4407.20,2025-03-14 00:00:00
5858,5278,42,2,10,1212.81,0.20,2425.62,9702.48,2024-04-19 00:00:00
5859,5278,129,5,9,1452.09,0.04,522.75,12546.06,2024-04-06 00:00:00
5860,5280,19,3,16,954.18,0.19,2900.71,12366.17,2024-06-19 00:00:00
5861,5280,83,5,1,914.73,0.18,164.65,750.08,2023-02-18 00:00:00
5862,5281,168,2,7,936.93,0.11,721.44,5837.07,2025-09-08 00:00:00
5863,5282,36,1,17,1343.52,0.18,4111.17,18728.67,2024-11-27 00:00:00
5864,5282,61,4,19,1426.65,0.23,6234.46,20871.89,2023-07-03 00:00:00
5865,5283,7,2,13,1276.73,0.14,2323.65,14273.84,2024-03-26 00:00:00
5866,5283,55,5,17,284.62,0.12,580.62,4257.92,2024-10-17 00:00:00
5867,5285,56,1,10,814.96,0.02,162.99,7986.61,2023-12-31 00:00:00
5868,5286,178,2,10,868.96,0.12,1042.75,7646.85,2023-12-17 00:00:00
5869,5286,61,3,18,549.67,0.10,989.41,8904.65,2024-11-09 00:00:00
5870,5286,190,5,6,50.56,0.00,0.00,303.36,2023-08-18 00:00:00
5871,5287,163,4,12,1021.04,0.09,1102.72,11149.76,2024-09-23 00:00:00
5872,5289,141,1,10,742.02,0.04,296.81,7123.39,2025-07-03 00:00:00
5873,5290,70,3,2,555.99,0.24,266.88,845.10,2025-08-12 00:00:00
5874,5293,4,4,7,1021.00,0.05,357.35,6789.65,2025-07-14 00:00:00
5875,5294,117,2,11,926.86,0.02,203.91,9991.55,2024-12-06 00:00:00
5876,5294,200,3,9,1124.84,0.19,1923.48,8200.08,2025-12-20 00:00:00
5877,5296,62,3,19,120.92,0.29,666.27,1631.21,2024-03-03 00:00:00
5878,5297,46,1,1,1039.79,0.03,31.19,1008.60,2023-04-17 00:00:00
5879,5297,59,4,16,205.55,0.23,756.42,2532.38,2023-04-23 00:00:00
5880,5299,39,3,20,686.28,0.18,2470.61,11254.99,2025-07-06 00:00:00
5881,5299,84,5,12,1328.09,0.03,478.11,15458.97,2025-06-02 00:00:00
5882,5300,55,4,15,93.20,0.02,27.96,1370.04,2025-05-23 00:00:00
5883,5302,198,1,7,319.69,0.01,22.38,2215.45,2024-01-06 00:00:00
5884,5302,41,2,12,164.18,0.12,236.42,1733.74,2025-06-13 00:00:00
5885,5303,137,2,20,920.62,0.04,736.50,17675.90,2023-12-03 00:00:00
5886,5304,126,4,10,632.66,0.03,189.80,6136.80,2024-03-01 00:00:00
5887,5305,55,1,10,552.99,0.27,1493.07,4036.83,2024-12-12 00:00:00
5888,5306,144,2,6,962.09,0.28,1616.31,4156.23,2025-03-25 00:00:00
5889,5307,90,4,13,247.83,0.17,547.70,2674.09,2023-12-17 00:00:00
5890,5308,154,1,11,1269.02,0.01,139.59,13819.63,2024-09-14 00:00:00
5891,5308,77,2,3,1128.55,0.15,507.85,2877.80,2024-03-02 00:00:00
5892,5309,195,3,15,647.11,0.06,582.40,9124.25,2025-07-14 00:00:00
5893,5309,195,5,18,1361.59,0.29,7107.50,17401.12,2023-12-26 00:00:00
5894,5310,90,1,14,1403.43,0.23,4519.04,15128.98,2024-12-25 00:00:00
5895,5310,140,2,14,1365.52,0.30,5735.18,13382.10,2025-06-13 00:00:00
5896,5312,107,3,19,543.57,0.20,2065.57,8262.26,2025-10-14 00:00:00
5897,5313,125,1,1,489.12,0.17,83.15,405.97,2025-01-18 00:00:00
5898,5313,14,3,13,701.30,0.22,2005.72,7111.18,2025-04-26 00:00:00
5899,5314,72,1,11,109.26,0.11,132.20,1069.66,2023-01-11 00:00:00
5900,5314,81,4,20,214.65,0.30,1287.90,3005.10,2024-11-09 00:00:00
5901,5315,106,5,17,689.99,0.09,1055.68,10674.15,2023-12-06 00:00:00
5902,5316,109,4,9,573.08,0.18,928.39,4229.33,2025-01-01 00:00:00
5903,5317,12,1,18,80.19,0.23,331.99,1111.43,2025-03-24 00:00:00
5904,5317,105,4,1,1042.01,0.19,197.98,844.03,2024-03-27 00:00:00
5905,5318,130,1,6,761.75,0.01,45.70,4524.80,2024-08-28 00:00:00
5906,5318,27,4,14,221.91,0.14,434.94,2671.80,2023-01-01 00:00:00
5907,5319,162,2,6,51.13,0.18,55.22,251.56,2024-01-05 00:00:00
5908,5319,86,3,6,173.76,0.23,239.79,802.77,2024-04-04 00:00:00
5909,5320,144,4,1,270.09,0.25,67.52,202.57,2024-07-30 00:00:00
5910,5321,68,1,13,1468.81,0.26,4964.58,14129.95,2023-10-03 00:00:00
5911,5321,127,2,13,372.79,0.29,1405.42,3440.85,2023-07-16 00:00:00
5912,5323,76,4,17,701.41,0.18,2146.31,9777.66,2025-08-23 00:00:00
5913,5325,162,5,3,479.52,0.03,43.16,1395.40,2024-11-04 00:00:00
